title,genre,release_time,time,screening_rat,director,num_staff,num_actor,movieNm,movieCd,openDt,audiAcc
돈의 맛,[dict_values(['드라마'])],20120517,115,청소년관람불가,임상수,226,11,돈의 맛,20124064,2012-05-17,1162772.0
사다코 3D : 죽음의 동영상,[dict_values(['공포(호러)'])],20120614,95,15세이상관람가,하나부사 츠토무,1,3,사다코 3D : 죽음의 동영상,20125646,2012-06-14,105307.0
미확인 동영상 : 절대클릭금지,[dict_values(['공포(호러)'])],20120530,93,15세이상관람가,김태경,216,10,미확인 동영상 : 절대클릭금지,20110312,2012-05-30,853940.0
더 씽,"[dict_values(['공포(호러)']), dict_values(['미스터리']), dict_values(['SF'])]",20120614,103,15세이상관람가,매티스 반 헤이닌겐 주니어,0,3,더 씽,20126617,2012-06-14,47404.0
페이스 블라인드,"[dict_values(['범죄']), dict_values(['미스터리']), dict_values(['스릴러'])]",20120621,103,청소년관람불가,줄리앙 마그넷,0,4,페이스 블라인드,20126413,2012-06-21,80840.0
맨 인 블랙 3,"[dict_values(['액션']), dict_values(['코미디']), dict_values(['SF'])]",20120524,106,12세이상관람가,배리 소넨필드,0,7,맨 인 블랙 3,20113885,2012-05-24,3377997.0
프로메테우스,"[dict_values(['SF']), dict_values(['스릴러'])]",20120606,123,청소년관람불가,리들리 스콧,0,5,프로메테우스,20125086,2012-06-06,962000.0
I AM,[dict_values(['다큐멘터리'])],20120621,116,전체관람가,최진성,3,4,I AM,20113553,2012-06-21,25256.0
두 번의 결혼식과 한 번의 장례식,"[dict_values(['코미디']), dict_values(['멜로/로맨스'])]",20120621,106,15세이상관람가,김조광수,133,14,두 번의 결혼식과 한 번의 장례식,20124061,2012-06-21,35168.0
미쓰GO,"[dict_values(['액션']), dict_values(['코미디']), dict_values(['범죄'])]",20120621,115,15세이상관람가,박철관,301,17,미쓰GO,20113532,2012-06-21,592859.0
차형사,"[dict_values(['코미디']), dict_values(['액션'])]",20120530,110,15세이상관람가,신태라,278,27,차형사,20124065,2012-05-30,1342476.0
락아웃: 익스트림미션,"[dict_values(['SF']), dict_values(['액션']), dict_values(['스릴러'])]",20120614,94,15세이상관람가,스테판 St. 레게르,4,3,락아웃: 익스트림미션,20124946,2012-06-14,461879.0
더 레이븐,"[dict_values(['스릴러']), dict_values(['미스터리'])]",20120705,110,청소년관람불가,제임스 맥티그,0,6,더 레이븐,20113821,2012-07-05,123046.0
헤이와이어,"[dict_values(['액션']), dict_values(['스릴러']), dict_values(['미스터리']), dict_values(['어드벤처']), dict_values(['드라마'])]",20120705,92,15세이상관람가,스티븐 소더버그,5,5,헤이와이어,20126410,2012-07-05,46713.0
캐빈 인 더 우즈,"[dict_values(['공포(호러)']), dict_values(['스릴러'])]",20120628,95,청소년관람불가,드류 고다드,3,6,캐빈 인 더 우즈,20126566,2012-06-28,223001.0
아부의 왕,[dict_values(['코미디'])],20120621,118,15세이상관람가,정승구,250,19,아부의 왕,20124055,2012-06-21,493744.0
스트리트 댄스 2: 라틴배틀,"[dict_values(['드라마']), dict_values(['멜로/로맨스'])]",20120712,85,12세이상관람가,맥스 기와,0,4,스트리트 댄스 2: 라틴배틀,20127211,2012-07-12,30042.0
후궁 : 제왕의 첩,"[dict_values(['사극']), dict_values(['멜로/로맨스'])]",20120606,122,청소년관람불가,김대승,300,17,후궁 : 제왕의 첩,20113533,2012-06-06,2630224.0
내 아내의 모든 것,"[dict_values(['코미디']), dict_values(['멜로/로맨스'])]",20120517,121,15세이상관람가,민규동,254,17,내 아내의 모든 것,20113554,2012-05-17,4595036.0
베스트 엑조틱 메리골드 호텔,"[dict_values(['코미디']), dict_values(['드라마'])]",20120712,124,15세이상관람가,존 매든,4,6,베스트 엑조틱 메리골드 호텔,20126470,2012-07-12,46471.0
두 개의 문,[dict_values(['다큐멘터리'])],20120621,101,15세이상관람가,홍지유,24,2,두 개의 문,20112443,2012-06-21,51350.0
마다가스카3 : 이번엔 서커스다!,"[dict_values(['애니메이션']), dict_values(['어드벤처']), dict_values(['코미디'])]",20120606,93,전체관람가,에릭 다넬,0,5,마다가스카3 : 이번엔 서커스다!,20124136,2012-06-06,1624768.0
나는 공무원이다,"[dict_values(['코미디']), dict_values(['드라마'])]",20120712,101,전체관람가,구자홍,79,5,나는 공무원이다,20113391,2012-07-12,215726.0
5백만불의 사나이,[dict_values(['코미디'])],20120719,107,15세이상관람가,김익로,273,13,5백만불의 사나이,20124058,2012-07-19,100947.0
두 개의 달,[dict_values(['공포(호러)'])],20120712,86,15세이상관람가,김동빈,119,11,두 개의 달,20125916,2012-07-12,420613.0
리미트리스,"[dict_values(['미스터리']), dict_values(['스릴러']), dict_values(['액션'])]",20120712,105,15세이상관람가,닐 버거,7,3,리미트리스,20126745,2012-07-12,121504.0
모모와 다락방의 수상한 요괴들,"[dict_values(['애니메이션']), dict_values(['드라마']), dict_values(['가족']), dict_values(['판타지'])]",20120705,120,전체관람가,오키우라 히로유키,1,6,모모와 다락방의 수상한 요괴들,20127108,2012-07-05,297930.0
케빈에 대하여,"[dict_values(['드라마']), dict_values(['스릴러'])]",20120726,112,청소년관람불가,린 램지,3,3,케빈에 대하여,20113486,2012-07-26,3006.0
서태지 8집: 398일의 기록,[dict_values(['다큐멘터리'])],20120727,98,전체관람가,서태지,1,5,서태지 8집: 398일의 기록,20128626,2012-07-27,5326.0
미드나잇 인 파리,"[dict_values(['코미디']), dict_values(['멜로/로맨스']), dict_values(['판타지'])]",20120705,94,15세이상관람가,우디 알렌,0,4,미드나잇 인 파리,20126686,2012-07-05,299485.0
어메이징 스파이더맨,[dict_values(['액션'])],20120628,136,12세이상관람가,마크 웹,2,4,어메이징 스파이더맨,20126077,2012-06-28,4850484.0
그레이브 인카운터,"[dict_values(['공포(호러)']), dict_values(['스릴러']), dict_values(['미스터리'])]",20120801,93,15세이상관람가,더 비셔우스 브라더스,1,3,그레이브 인카운터,20127630,2012-08-01,31247.0
락 오브 에이지,"[dict_values(['뮤지컬']), dict_values(['드라마'])]",20120802,123,15세이상관람가,아담 쉥크만,0,8,락 오브 에이지,20127086,2012-08-02,85995.0
피라냐 3DD,"[dict_values(['공포(호러)']), dict_values(['스릴러']), dict_values(['코미디'])]",20120801,83,청소년관람불가,존 걸레거,0,4,피라냐 3DD,20127407,2012-08-01,72960.0
연가시,"[dict_values(['공포(호러)']), dict_values(['SF'])]",20120705,109,15세이상관람가,박정우,325,34,연가시,20124062,2012-07-05,4509571.0
극장판 도라에몽: 진구와 기적의 섬 애니멀 어드벤처,"[dict_values(['애니메이션']), dict_values(['어드벤처'])]",20120725,100,전체관람가,쿠스바 고조,1,3,극장판 도라에몽: 진구와 기적의 섬 애니멀 어드벤처,20127266,2012-07-25,149030.0
무서운 이야기,[dict_values(['공포(호러)'])],20120725,108,청소년관람불가,민규동,132,19,무서운 이야기,20124349,2012-07-25,319646.0
명탐정 코난: 11번째 스트라이커,[dict_values(['애니메이션'])],20120719,110,12세이상관람가,시즈노 코분,1,4,명탐정 코난: 11번째 스트라이커,20127306,2012-07-19,502613.0
아메리칸 파이: 19금 동창회,"[dict_values(['코미디']), dict_values(['멜로/로맨스'])]",20120809,111,청소년관람불가,존 허위츠,3,5,아메리칸 파이: 19금 동창회,20128530,2012-08-09,13265.0
빌리와 용감한 녀석들 3D,"[dict_values(['애니메이션']), dict_values(['가족'])]",20120808,93,전체관람가,라인하드 클루스,5,0,빌리와 용감한 녀석들 3D,20127887,2012-08-08,275373.0
아이스 에이지 4: 대륙 이동설,"[dict_values(['애니메이션']), dict_values(['어드벤처']), dict_values(['코미디']), dict_values(['가족'])]",20120725,92,전체관람가,스티브 마티노,3,5,아이스 에이지 4: 대륙 이동설,20126667,2012-07-25,1630632.0
레드라이트,"[dict_values(['미스터리']), dict_values(['스릴러'])]",20120823,113,15세이상관람가,로드리고 코르테스,3,4,레드라이트,20128272,2012-08-23,45921.0
나는 왕이로소이다,"[dict_values(['사극']), dict_values(['코미디'])]",20120808,120,12세이상관람가,장규성,325,31,나는 왕이로소이다,20124080,2012-08-08,782938.0
벨 아미,"[dict_values(['드라마']), dict_values(['멜로/로맨스'])]",20120830,102,청소년관람불가,닉 오머로드,1,4,벨 아미,20125346,2012-08-30,5402.0
다크 나이트 라이즈,"[dict_values(['액션']), dict_values(['범죄']), dict_values(['스릴러'])]",20120719,164,15세이상관람가,크리스토퍼 놀란,5,5,다크 나이트 라이즈,20112703,2012-07-19,6372410.0
"그 시절, 우리가 좋아했던 소녀",[dict_values(['멜로/로맨스'])],20120822,107,15세이상관람가,구파도,3,3,"그 시절, 우리가 좋아했던 소녀",20128588,2012-08-22,26632.0
토탈 리콜,"[dict_values(['SF']), dict_values(['액션'])]",20120815,118,15세이상관람가,렌 와이즈먼,0,3,토탈 리콜,20125647,2012-08-15,1216661.0
미운오리새끼,[dict_values(['드라마'])],20120830,96,15세이상관람가,곽경택,209,15,미운오리새끼,20124046,2012-08-30,41678.0
R2B: 리턴투베이스,"[dict_values(['액션']), dict_values(['드라마'])]",20120815,113,15세이상관람가,김동원,408,21,R2B: 리턴투베이스,20124049,2012-08-15,1190556.0
새미의 어드벤쳐 2,"[dict_values(['애니메이션']), dict_values(['어드벤처'])]",20120801,92,전체관람가,벤 스타센,0,3,새미의 어드벤쳐 2,20126406,2012-08-01,1454378.0
웨딩스캔들,"[dict_values(['코미디']), dict_values(['멜로/로맨스'])]",20120906,90,15세이상관람가,신동엽,73,10,웨딩스캔들,20128707,2012-09-06,18375.0
577 프로젝트,"[dict_values(['코미디']), dict_values(['드라마'])]",20120830,99,15세이상관람가,이근우,132,10,577 프로젝트,20128271,2012-08-30,92152.0
바람과 함께 사라지다,"[dict_values(['코미디']), dict_values(['사극'])]",20120808,121,12세이상관람가,김주호,378,27,바람과 함께 사라지다,20124067,2012-08-08,4873504.0
스텝업4 : 레볼루션,[dict_values(['멜로/로맨스'])],20120815,98,12세이상관람가,스콧 스피어,5,4,스텝업4 : 레볼루션,20126448,2012-08-15,945646.0
링컨: 뱀파이어 헌터,"[dict_values(['액션']), dict_values(['스릴러']), dict_values(['공포(호러)'])]",20120830,105,청소년관람불가,티무르 베크맘베토브,5,4,링컨: 뱀파이어 헌터,20125338,2012-08-30,343944.0
이웃사람,[dict_values(['스릴러'])],20120822,110,청소년관람불가,김휘,197,19,이웃사람,20125920,2012-08-22,2429905.0
인시디어스,"[dict_values(['공포(호러)']), dict_values(['판타지']), dict_values(['스릴러'])]",20120913,102,15세이상관람가,제임스 완,1,4,인시디어스,20127446,2012-09-13,46974.0
럼 다이어리,"[dict_values(['코미디']), dict_values(['멜로/로맨스'])]",20120920,120,청소년관람불가,브루스 로빈슨,0,3,럼 다이어리,20129046,2012-09-20,4664.0
익스펜더블 2,"[dict_values(['액션']), dict_values(['어드벤처'])]",20120906,100,15세이상관람가,사이먼 웨스트,0,10,익스펜더블 2,20128143,2012-09-06,439132.0
본 레거시,"[dict_values(['액션']), dict_values(['스릴러'])]",20120906,135,15세이상관람가,토니 길로이,0,5,본 레거시,20126409,2012-09-06,1013142.0
공모자들,"[dict_values(['범죄']), dict_values(['스릴러'])]",20120829,111,청소년관람불가,김홍선,276,20,공모자들,20124063,2012-08-29,1635384.0
런던 블러바드,"[dict_values(['범죄']), dict_values(['드라마'])]",20120920,103,15세이상관람가,윌리엄 모나한,0,4,런던 블러바드,20125306,2012-09-20,16918.0
레지던트 이블 5 : 최후의 심판,"[dict_values(['액션']), dict_values(['공포(호러)']), dict_values(['SF']), dict_values(['스릴러'])]",20120913,95,청소년관람불가,폴 W.S. 앤더슨,0,5,레지던트 이블 5 : 최후의 심판,20127401,2012-09-13,544394.0
나이트폴,"[dict_values(['액션']), dict_values(['스릴러']), dict_values(['범죄'])]",20120927,106,청소년관람불가,주현량,0,2,나이트폴,20128832,2012-09-27,4253.0
도둑들,"[dict_values(['액션']), dict_values(['범죄'])]",20120725,135,15세이상관람가,최동훈,432,26,도둑들,20124034,2012-07-25,12976528.0
피에타,[dict_values(['드라마'])],20120906,104,청소년관람불가,김기덕,100,12,피에타,20124934,2012-09-06,594608.0
테드: 황금도시 파이티티를 찾아서,[dict_values(['애니메이션'])],20120920,92,전체관람가,엔리케 가토,0,2,테드: 황금도시 파이티티를 찾아서,20129092,2012-09-20,202036.0
익스트림 No.13,[dict_values(['스릴러'])],20121003,90,청소년관람불가,겔라 바블루아니,0,6,익스트림 No.13,20129227,2012-10-03,8670.0
우리도 사랑일까,"[dict_values(['멜로/로맨스']), dict_values(['코미디'])]",20120927,116,청소년관람불가,사라 폴리,0,3,우리도 사랑일까,20129260,2012-09-27,23432.0
늑대아이,"[dict_values(['애니메이션']), dict_values(['판타지']), dict_values(['멜로/로맨스']), dict_values(['드라마']), dict_values(['어드벤처'])]",20120913,117,전체관람가,호소다 마모루,0,2,늑대아이,20127494,2012-09-13,315558.0
19곰 테드,"[dict_values(['코미디']), dict_values(['판타지'])]",20120927,106,청소년관람불가,세스 맥팔레인,0,3,19곰 테드,20129166,2012-09-27,258662.0
프랑켄위니,"[dict_values(['애니메이션']), dict_values(['코미디']), dict_values(['공포(호러)'])]",20121011,87,12세이상관람가,팀 버튼,0,3,프랑켄위니,20129766,2012-10-11,37881.0
간첩,"[dict_values(['드라마']), dict_values(['코미디']), dict_values(['액션'])]",20120920,115,15세이상관람가,우민호,329,27,간첩,20124400,2012-09-20,1307662.0
테이큰 2,"[dict_values(['액션']), dict_values(['범죄']), dict_values(['드라마'])]",20120927,92,청소년관람불가,올리비에 메가턴,0,4,테이큰 2,20128447,2012-09-27,2299490.0
아이언 스카이,[dict_values(['SF'])],20121025,93,15세이상관람가,티모 부오렌솔라,0,3,아이언 스카이,20120221,2012-10-25,2097.0
인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D,"[dict_values(['공연']), dict_values(['다큐멘터리'])]",20121018,98,전체관람가,손석,0,7,인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D,20129146,2012-10-18,33723.0
로우리스: 나쁜 영웅들,"[dict_values(['액션']), dict_values(['범죄'])]",20121018,115,청소년관람불가,존 힐코트,0,8,로우리스: 나쁜 영웅들,20129407,2012-10-18,62664.0
점쟁이들,"[dict_values(['코미디']), dict_values(['공포(호러)'])]",20121003,119,15세이상관람가,신정원,302,44,점쟁이들,20113887,2012-10-03,949263.0
조조-황제의 반란,[dict_values(['사극'])],20121018,107,15세이상관람가,조림산,1,3,조조-황제의 반란,20120021,2012-10-18,73424.0
파라노말 액티비티4,"[dict_values(['스릴러']), dict_values(['공포(호러)'])]",20121025,87,15세이상관람가,아리엘 슐만,1,2,파라노말 액티비티4,20129079,2012-10-25,50508.0
위험한 관계,"[dict_values(['멜로/로맨스']), dict_values(['전쟁']), dict_values(['드라마'])]",20121011,111,청소년관람불가,허진호,2,3,위험한 관계,20129626,2012-10-11,296834.0
비정한 도시 감독판,"[dict_values(['미스터리']), dict_values(['스릴러'])]",20121025,90,청소년관람불가,김문흠,101,10,비정한 도시 감독판,20121241,2012-10-25,21039.0
회사원,"[dict_values(['액션']), dict_values(['드라마'])]",20121011,96,청소년관람불가,임상윤,280,30,회사원,20113886,2012-10-11,1106210.0
